Algorithm,Log Source,Log,Window Size,SW Step Size,Detected Changepoints,Actual Changepoints for Log,F1-Score,Average Lag,Duration,Duration (Seconds),Seconds per Case,Complete-Window Size,Detection-Window Size,Stable Period,P-Value,Min Adaptive Window,Max Adaptive Window,ADWIN Step Size,MRID,Epsilon
Process Graph Metrics,with_noise_20,log_81_1687182043,,,"[876, 1191]","[751, 1119]",1.0,98.5,00:00:01,1.7382111130282285,0.000945707896098,,,,0.1,100.0,500.0,,,
Process Graph Metrics,without_noise,log_81_1687182043,,,[958],"[751, 1119]",0.6666666666666666,161.0,00:00:09,9.37976083997637,0.0051032431120654,,,,0.1,100.0,700.0,,,
Process Graph Metrics,with_noise_10,log_81_1687182043,,,"[813, 1188]","[751, 1119]",1.0,65.5,00:00:02,2.081021649762988,0.0011322207017208,,,,0.1,200.0,400.0,,,
Process Graph Metrics,with_noise_20,log_81_1687182043,,,"[876, 1191]","[751, 1119]",1.0,98.5,00:00:03,3.084600386209786,0.0016782374244884,,,,0.1,200.0,500.0,,,
Process Graph Metrics,with_noise_20,log_81_1687182043,,,[869],"[751, 1119]",0.6666666666666666,118.0,00:00:09,9.132396146655084,0.0049686594921953,,,,0.1,200.0,600.0,,,
Process Graph Metrics,with_noise_20,log_81_1687182043,,,"[842, 1217]","[751, 1119]",1.0,94.5,00:00:03,3.461752977222204,0.0018834346992503,,,,0.1,300.0,400.0,,,
Process Graph Metrics,with_noise_20,log_81_1687182043,,,"[876, 1191]","[751, 1119]",1.0,98.5,00:00:02,2.9819966834038496,0.0016224138647463,,,,0.1,300.0,500.0,,,
Process Graph Metrics,with_noise_20,log_81_1687182043,,,[871],"[751, 1119]",0.6666666666666666,120.0,00:00:06,6.800761081278324,0.0037000876394332,,,,0.1,300.0,600.0,,,
Process Graph Metrics,with_noise_10,log_81_1687182043,,,[896],"[751, 1119]",0.6666666666666666,145.0,00:00:06,6.5328693417832255,0.0035543358769223,,,,0.1,300.0,700.0,,,
Process Graph Metrics,without_noise,log_81_1687182043,,,[962],"[751, 1119]",0.6666666666666666,157.0,00:00:06,6.0570707358419895,0.0032954683002404,,,,0.1,400.0,600.0,,,
Process Graph Metrics,without_noise,log_81_1687182043,,,[962],"[751, 1119]",0.6666666666666666,157.0,00:00:06,6.297651646658778,0.0034263610699993,,,,0.1,400.0,700.0,,,
Process Graph Metrics,without_noise,log_82_1687182044,,,[693],[642],1.0,51.0,00:00:05,5.243371283635497,0.0025627425628716,,,,0.0001,100.0,400.0,,,
Process Graph Metrics,with_noise_10,log_82_1687182044,,,[734],[642],1.0,92.0,00:00:13,13.443452265113592,0.0065706022801141,,,,0.0001,100.0,500.0,,,
Process Graph Metrics,with_noise_20,log_82_1687182044,,,[727],[642],1.0,85.0,00:00:07,7.397135685198009,0.0036154133358739,,,,0.0001,100.0,600.0,,,
Process Graph Metrics,with_noise_20,log_82_1687182044,,,[693],[642],1.0,51.0,00:00:05,5.080945022404194,0.0024833553384184,,,,0.0001,200.0,400.0,,,
Process Graph Metrics,with_noise_20,log_82_1687182044,,,[725],[642],1.0,83.0,00:00:16,16.772606411017478,0.0081977548440945,,,,0.0001,200.0,500.0,,,
Process Graph Metrics,with_noise_20,log_82_1687182044,,,[727],[642],1.0,85.0,00:00:13,13.635966214351356,0.0066646951194288,,,,0.0001,300.0,600.0,,,
Process Graph Metrics,without_noise,log_82_1687182044,,,[718],[642],1.0,76.0,00:00:10,10.341790352016687,0.0050546384907217,,,,0.0001,300.0,700.0,,,
Process Graph Metrics,with_noise_20,log_82_1687182044,,,[717],[642],1.0,75.0,00:00:16,16.011306890286505,0.0078256631917333,,,,0.0001,400.0,400.0,,,
Process Graph Metrics,with_noise_10,log_82_1687182044,,,[742],[642],1.0,100.0,00:00:05,5.143484828993678,0.0025139222038092,,,,0.0001,400.0,500.0,,,
Process Graph Metrics,with_noise_10,log_82_1687182044,,,[742],[642],1.0,100.0,00:00:05,5.66861298494041,0.0027705830815935,,,,0.0001,400.0,600.0,,,
Process Graph Metrics,with_noise_10,log_82_1687182044,,,[682],[642],1.0,40.0,00:00:04,4.435944912955165,0.0021681060180621,,,,0.005,100.0,400.0,,,
Process Graph Metrics,with_noise_20,log_82_1687182044,,,[710],[642],1.0,68.0,00:00:06,6.010096346959472,0.0029374859955813,,,,0.005,100.0,500.0,,,
Process Graph Metrics,without_noise,log_82_1687182044,,,[709],[642],1.0,67.0,00:00:10,10.37318325508386,0.0050699820406079,,,,0.005,100.0,600.0,,,
Process Graph Metrics,with_noise_10,log_82_1687182044,,,[718],[642],1.0,76.0,00:00:11,11.49569179303944,0.0056186176896575,,,,0.005,100.0,700.0,,,
Process Graph Metrics,without_noise,log_82_1687182044,,,[686],[642],1.0,44.0,00:00:04,4.216569287702441,0.0020608843048399,,,,0.005,200.0,400.0,,,
Process Graph Metrics,without_noise,log_82_1687182044,,,[703],[642],1.0,61.0,00:00:11,11.172227299772205,0.0054605216518925,,,,0.005,200.0,500.0,,,
Process Graph Metrics,without_noise,log_82_1687182044,,,[703],[642],1.0,61.0,00:00:11,11.567415015771983,0.0056536730282365,,,,0.005,200.0,600.0,,,
Process Graph Metrics,with_noise_10,log_82_1687182044,,,[711],[642],1.0,69.0,00:00:11,11.22803552635014,0.0054877983999756,,,,0.005,200.0,700.0,,,
Process Graph Metrics,without_noise,log_82_1687182044,,,[686],[642],1.0,44.0,00:00:04,4.34757096413523,0.0021249124946897,,,,0.005,300.0,400.0,,,
Process Graph Metrics,without_noise,log_82_1687182044,,,[709],[642],1.0,67.0,00:00:09,9.40146298520267,0.0045950454473131,,,,0.005,300.0,600.0,,,
Process Graph Metrics,with_noise_10,log_82_1687182044,,,[718],[642],1.0,76.0,00:00:11,11.741351870819926,0.0057386861538709,,,,0.005,300.0,700.0,,,
Process Graph Metrics,without_noise,log_82_1687182044,,,[702],[642],1.0,60.0,00:00:12,12.03509611170739,0.0058822561640798,,,,0.005,400.0,400.0,,,
Process Graph Metrics,without_noise,log_82_1687182044,,,[702],[642],1.0,60.0,00:00:13,13.151352128945293,0.0064278358401492,,,,0.005,400.0,500.0,,,
Process Graph Metrics,without_noise,log_82_1687182044,,,[702],[642],1.0,60.0,00:00:12,12.810289643704891,0.0062611386332868,,,,0.005,400.0,600.0,,,
Process Graph Metrics,without_noise,log_82_1687182044,,,[702],[642],1.0,60.0,00:00:12,12.748346050269902,0.0062308631721749,,,,0.005,400.0,700.0,,,
Process Graph Metrics,without_noise,log_82_1687182044,,,[679],[642],1.0,37.0,00:00:10,10.0420784028247,0.0049081517120355,,,,0.05,100.0,400.0,,,
Process Graph Metrics,without_noise,log_82_1687182044,,,[679],[642],1.0,37.0,00:00:10,10.721858706325293,0.0052404001497191,,,,0.05,100.0,600.0,,,
Process Graph Metrics,without_noise,log_82_1687182044,,,[679],[642],1.0,37.0,00:00:10,10.788666556589304,0.0052730530579615,,,,0.05,100.0,700.0,,,
Process Graph Metrics,with_noise_20,log_82_1687182044,,,[700],[642],1.0,58.0,00:00:12,12.749568181112409,0.0062314604990774,,,,0.05,200.0,500.0,,,
Process Graph Metrics,without_noise,log_82_1687182044,,,[671],[642],1.0,29.0,00:00:04,4.929006990976632,0.0024090943259905,,,,0.05,300.0,400.0,,,
Process Graph Metrics,without_noise,log_82_1687182044,,,[705],[642],1.0,63.0,00:00:08,8.24323816318065,0.0040289531589348,,,,0.05,300.0,500.0,,,
Process Graph Metrics,with_noise_20,log_82_1687182044,,,[706],[642],1.0,64.0,00:00:08,8.000548275187612,0.0039103364003849,,,,0.05,300.0,600.0,,,
Process Graph Metrics,with_noise_20,log_82_1687182044,,,[706],[642],1.0,64.0,00:00:09,9.66433119121939,0.0047235245313877,,,,0.05,300.0,700.0,,,
Process Graph Metrics,with_noise_10,log_82_1687182044,,,[702],[642],1.0,60.0,00:00:20,20.77596271131188,0.0101544294776695,,,,0.05,400.0,400.0,,,
Process Graph Metrics,without_noise,log_82_1687182044,,,[693],[642],1.0,51.0,00:00:12,12.699820737354456,0.0062071460104371,,,,0.05,400.0,500.0,,,
Process Graph Metrics,with_noise_10,log_82_1687182044,,,[702],[642],1.0,60.0,00:00:13,13.981223138980567,0.0068334423944186,,,,0.05,400.0,600.0,,,
Process Graph Metrics,without_noise,log_82_1687182044,,,[693],[642],1.0,51.0,00:00:12,12.714334854856132,0.0062142399095093,,,,0.05,400.0,700.0,,,
Process Graph Metrics,without_noise,log_82_1687182044,,,"[253, 685]",[642],0.6666666666666666,43.0,00:00:09,9.391334833577275,0.0045900952265773,,,,0.1,100.0,500.0,,,
Process Graph Metrics,without_noise,log_82_1687182044,,,"[253, 685]",[642],0.6666666666666666,43.0,00:00:07,7.351795847527683,0.0035932531024084,,,,0.1,100.0,600.0,,,
Process Graph Metrics,without_noise,log_82_1687182044,,,[627],[642],1.0,15.0,00:00:04,4.144217494875193,0.0020255217472508,,,,0.1,200.0,400.0,,,
Process Graph Metrics,without_noise,log_82_1687182044,,,[698],[642],1.0,56.0,00:00:11,11.452405096031724,0.005597460946252,,,,0.1,200.0,700.0,,,
Process Graph Metrics,with_noise_20,log_82_1687182044,,,[680],[642],1.0,38.0,00:00:17,17.054196224547923,0.0083353842739725,,,,0.1,300.0,400.0,,,
Process Graph Metrics,without_noise,log_82_1687182044,,,[701],[642],1.0,59.0,00:00:07,7.93241957295686,0.0038770379144461,,,,0.1,300.0,600.0,,,
Process Graph Metrics,with_noise_10,log_82_1687182044,,,[708],[642],1.0,66.0,00:00:10,10.25221119914204,0.0050108559135591,,,,0.1,300.0,700.0,,,
Process Graph Metrics,with_noise_10,log_82_1687182044,,,[700],[642],1.0,58.0,00:00:12,12.732637654058635,0.0062231855591684,,,,0.1,400.0,400.0,,,
Process Graph Metrics,with_noise_10,log_82_1687182044,,,[700],[642],1.0,58.0,00:00:13,13.723255751654506,0.0067073586273971,,,,0.1,400.0,500.0,,,
Process Graph Metrics,without_noise,log_82_1687182044,,,[692],[642],1.0,50.0,00:00:12,12.030355924740434,0.0058799393571556,,,,0.1,400.0,600.0,,,
Process Graph Metrics,with_noise_20,log_82_1687182044,,,[692],[642],1.0,50.0,00:00:14,14.346264248713853,0.0070118593590976,,,,0.1,400.0,700.0,,,
Process Graph Metrics,with_noise_20,log_83_1687182046,,,"[1279, 1759, 2947]","[1171, 1687, 2573, 2813]",0.8571428571428571,104.66666666666669,00:00:05,5.115614267066121,0.0014038458471641,,,,0.0001,100.0,400.0,,,
Process Graph Metrics,without_noise,log_83_1687182046,,,"[1270, 1918, 2844]","[1171, 1687, 2573, 2813]",0.5714285714285715,65.0,00:00:08,8.974439517594874,0.0024627989894607,,,,0.0001,100.0,500.0,,,
Process Graph Metrics,with_noise_10,log_83_1687182046,,,"[1256, 1796]","[1171, 1687, 2573, 2813]",0.6666666666666666,97.0,00:00:19,19.06811976246536,0.0052327441719169,,,,0.0001,100.0,600.0,,,
Process Graph Metrics,with_noise_20,log_83_1687182046,,,"[1284, 1824, 2854]","[1171, 1687, 2573, 2813]",0.8571428571428571,97.0,00:00:10,10.512608816847203,0.0028849091154904,,,,0.0001,100.0,700.0,,,
Process Graph Metrics,with_noise_20,log_83_1687182046,,,"[1279, 1759, 2947]","[1171, 1687, 2573, 2813]",0.8571428571428571,104.66666666666669,00:00:04,4.444477692246437,0.0012196700582454,,,,0.0001,200.0,400.0,,,
Process Graph Metrics,with_noise_10,log_83_1687182046,,,"[1266, 1914]","[1171, 1687, 2573, 2813]",0.3333333333333333,95.0,00:00:11,11.227309233509004,0.0030810398555183,,,,0.0001,200.0,500.0,,,
Process Graph Metrics,without_noise,log_83_1687182046,,,"[1260, 1908, 2978]","[1171, 1687, 2573, 2813]",0.5714285714285715,127.0,00:00:06,6.44410811457783,0.0017684160577875,,,,0.0001,200.0,600.0,,,
Process Graph Metrics,with_noise_20,log_83_1687182046,,,"[1279, 1759, 2947]","[1171, 1687, 2573, 2813]",0.8571428571428571,104.66666666666669,00:00:04,4.726612378843129,0.0012970945057198,,,,0.0001,300.0,400.0,,,
Process Graph Metrics,with_noise_20,log_83_1687182046,,,"[1307, 1955, 3030]","[1171, 1687, 2573, 2813]",0.2857142857142857,136.0,00:00:05,5.671854107640684,0.0015564912479804,,,,0.0001,300.0,600.0,,,
Process Graph Metrics,with_noise_20,log_83_1687182046,,,"[1284, 1824, 2854]","[1171, 1687, 2573, 2813]",0.8571428571428571,97.0,00:00:11,11.346490512602031,0.0031137460243144,,,,0.0001,300.0,700.0,,,
Process Graph Metrics,with_noise_20,log_83_1687182046,,,"[1279, 1759, 2947]","[1171, 1687, 2573, 2813]",0.8571428571428571,104.66666666666669,00:00:04,4.941439462825656,0.0013560481511596,,,,0.0001,400.0,400.0,,,
Process Graph Metrics,with_noise_20,log_83_1687182046,,,"[1307, 1955]","[1171, 1687, 2573, 2813]",0.3333333333333333,136.0,00:00:09,9.839820448309183,0.002700280035211,,,,0.0001,400.0,500.0,,,
Process Graph Metrics,without_noise,log_83_1687182046,,,"[1260, 1908, 2978]","[1171, 1687, 2573, 2813]",0.5714285714285715,127.0,00:00:05,5.522680727764964,0.0015155545356105,,,,0.0001,400.0,600.0,,,
Process Graph Metrics,with_noise_10,log_83_1687182046,,,"[1233, 1768, 2958]","[1171, 1687, 2573, 2813]",0.8571428571428571,96.0,00:00:04,4.558660085313022,0.0012510044141912,,,,0.005,100.0,400.0,,,
Process Graph Metrics,without_noise,log_83_1687182046,,,"[1245, 2024, 2803]","[1171, 1687, 2573, 2813]",0.5714285714285715,42.0,00:00:05,5.863375685177743,0.0016090493098731,,,,0.005,100.0,600.0,,,
Process Graph Metrics,with_noise_10,log_83_1687182046,,,"[1235, 1863, 2938]","[1171, 1687, 2573, 2813]",0.8571428571428571,121.66666666666669,00:00:06,6.1145818112418056,0.0016779862270147,,,,0.005,100.0,700.0,,,
Process Graph Metrics,with_noise_10,log_83_1687182046,,,"[1248, 1896, 2873]","[1171, 1687, 2573, 2813]",0.5714285714285715,68.5,00:00:12,12.37083200365305,0.0033948496168092,,,,0.005,200.0,500.0,,,
Process Graph Metrics,with_noise_10,log_83_1687182046,,,"[1240, 1780, 2873]","[1171, 1687, 2573, 2813]",0.8571428571428571,74.0,00:00:11,11.8313368242234,0.0032467993480305,,,,0.005,200.0,600.0,,,
Process Graph Metrics,with_noise_10,log_83_1687182046,,,"[1235, 1863, 2938]","[1171, 1687, 2573, 2813]",0.8571428571428571,121.66666666666669,00:00:05,5.776667393743992,0.001585254498832,,,,0.005,200.0,700.0,,,
Process Graph Metrics,with_noise_20,log_83_1687182046,,,"[1257, 2819]","[1171, 1687, 2573, 2813]",0.6666666666666666,46.0,00:00:20,20.689477618783712,0.0056776832104236,,,,0.005,300.0,400.0,,,
Process Graph Metrics,without_noise,log_83_1687182046,,,"[1253, 2754]","[1171, 1687, 2573, 2813]",0.6666666666666666,70.5,00:00:08,8.798365725204349,0.0024144801660824,,,,0.005,300.0,500.0,,,
Process Graph Metrics,with_noise_20,log_83_1687182046,,,"[1292, 1940, 3013]","[1171, 1687, 2573, 2813]",0.5714285714285715,160.5,00:00:04,4.385230612009764,0.0012034112546678,,,,0.005,300.0,600.0,,,
Process Graph Metrics,without_noise,log_83_1687182046,,,"[1238, 2017, 2796]","[1171, 1687, 2573, 2813]",0.5714285714285715,42.0,00:00:02,2.3820842802524567,0.0006537004062163,,,,0.005,300.0,700.0,,,
Process Graph Metrics,with_noise_20,log_83_1687182046,,,"[1292, 1940]","[1171, 1687, 2573, 2813]",0.3333333333333333,121.0,00:00:22,22.83292987011373,0.0062658973298885,,,,0.005,400.0,500.0,,,
Process Graph Metrics,without_noise,log_83_1687182046,,,"[1245, 2024, 2803]","[1171, 1687, 2573, 2813]",0.5714285714285715,42.0,00:00:05,5.539756867103279,0.0015202406331238,,,,0.005,400.0,600.0,,,
Process Graph Metrics,without_noise,log_83_1687182046,,,"[1277, 2795]","[1171, 1687, 2573, 2813]",0.6666666666666666,62.0,00:00:57,57.01737149897963,0.0156469186330899,,,,0.005,400.0,700.0,,,
Process Graph Metrics,with_noise_10,log_83_1687182046,,,"[1225, 1760, 2948]","[1171, 1687, 2573, 2813]",0.8571428571428571,87.33333333333333,00:00:02,2.28809692338109,0.000627908047031,,,,0.05,100.0,400.0,,,
Process Graph Metrics,with_noise_20,log_83_1687182046,,,"[1257, 1797, 2880]","[1171, 1687, 2573, 2813]",0.8571428571428571,87.66666666666667,00:00:09,9.1284507419914,0.0025050633210733,,,,0.05,100.0,600.0,,,
Process Graph Metrics,with_noise_20,log_83_1687182046,,,"[1257, 1797, 3037]","[1171, 1687, 2573, 2813]",0.5714285714285715,98.0,00:00:03,3.630569905973971,0.0009963144637689,,,,0.05,100.0,700.0,,,
Process Graph Metrics,with_noise_10,log_83_1687182046,,,"[1225, 1760, 2948]","[1171, 1687, 2573, 2813]",0.8571428571428571,87.33333333333333,00:00:02,2.0741638001054525,0.0005691997256052,,,,0.05,200.0,400.0,,,
Process Graph Metrics,without_noise,log_83_1687182046,,,"[1227, 2006, 2785]","[1171, 1687, 2573, 2813]",0.5714285714285715,42.0,00:00:04,4.19348858576268,0.0011507926964222,,,,0.05,200.0,700.0,,,
Process Graph Metrics,with_noise_10,log_83_1687182046,,,"[1235, 1883, 2841]","[1171, 1687, 2573, 2813]",0.8571428571428571,96.0,00:00:11,11.249757567420602,0.0030872002105984,,,,0.05,300.0,500.0,,,
Process Graph Metrics,with_noise_10,log_83_1687182046,,,"[1229, 1769, 2853]","[1171, 1687, 2573, 2813]",0.8571428571428571,60.0,00:00:05,5.058264103718102,0.0013881076025571,,,,0.05,300.0,600.0,,,
Process Graph Metrics,with_noise_10,log_83_1687182046,,,"[1222, 1850, 2925]","[1171, 1687, 2573, 2813]",0.8571428571428571,108.66666666666669,00:00:05,5.1641677329316735,0.0014171700694104,,,,0.05,300.0,700.0,,,
Process Graph Metrics,with_noise_10,log_83_1687182046,,,"[1235, 1883, 2841]","[1171, 1687, 2573, 2813]",0.8571428571428571,96.0,00:00:10,10.71226550359279,0.0029396996442351,,,,0.05,400.0,500.0,,,
Process Graph Metrics,without_noise,log_83_1687182046,,,"[1217, 2726]","[1171, 1687, 2573, 2813]",0.6666666666666666,66.5,00:00:08,8.517269637435675,0.0023373407347518,,,,0.1,100.0,400.0,,,
Process Graph Metrics,with_noise_10,log_83_1687182046,,,"[1229, 1877, 2746]","[1171, 1687, 2573, 2813]",0.8571428571428571,105.0,00:00:08,8.301467224955559,0.002278119436047,,,,0.1,100.0,500.0,,,
Process Graph Metrics,with_noise_10,log_83_1687182046,,,"[1220, 1760, 2843]","[1171, 1687, 2573, 2813]",0.8571428571428571,50.66666666666666,00:00:06,6.414064841344953,0.0017601714712801,,,,0.1,100.0,600.0,,,
Process Graph Metrics,without_noise,log_83_1687182046,,,"[1222, 2001, 2780]","[1171, 1687, 2573, 2813]",0.5714285714285715,42.0,00:00:04,4.351798402145505,0.0011942366635964,,,,0.1,100.0,700.0,,,
Process Graph Metrics,with_noise_20,log_83_1687182046,,,"[1267, 1915, 2901]","[1171, 1687, 2573, 2813]",0.5714285714285715,92.0,00:00:09,9.518474407494068,0.0026120950624297,,,,0.1,200.0,500.0,,,
Process Graph Metrics,with_noise_20,log_83_1687182046,,,"[1251, 1791, 2874]","[1171, 1687, 2573, 2813]",0.8571428571428571,81.66666666666667,00:00:07,7.37938913423568,0.0020250793452897,,,,0.1,200.0,600.0,,,
Process Graph Metrics,with_noise_10,log_83_1687182046,,,"[1216, 1844, 2919]","[1171, 1687, 2573, 2813]",0.8571428571428571,102.66666666666669,00:00:03,3.0758038386702538,0.0008440735012816,,,,0.1,200.0,700.0,,,
Process Graph Metrics,with_noise_20,log_83_1687182046,,,"[1251, 1791, 2874]","[1171, 1687, 2573, 2813]",0.8571428571428571,81.66666666666667,00:00:08,8.081497384235263,0.0022177544962226,,,,0.1,300.0,600.0,,,
Process Graph Metrics,with_noise_20,log_83_1687182046,,,"[1237, 1775, 2965]","[1171, 1687, 2573, 2813]",0.8571428571428571,102.0,00:00:04,4.640725447796285,0.0012735250954435,,,,0.1,400.0,400.0,,,
Process Graph Metrics,with_noise_20,log_83_1687182046,,,"[1267, 1915, 2901]","[1171, 1687, 2573, 2813]",0.5714285714285715,92.0,00:00:05,5.011555504985154,0.0013752896555941,,,,0.1,400.0,500.0,,,
Process Graph Metrics,with_noise_10,log_83_1687182046,,,"[1255, 2784]","[1171, 1687, 2573, 2813]",0.6666666666666666,56.5,00:01:07,67.60880902316421,0.0185534602149188,,,,0.1,400.0,700.0,,,
Process Graph Metrics,with_noise_20,log_84_1687182047,,,[],[1338],,,00:00:03,3.936314932070673,0.0015442585061085,,,,0.0001,100.0,400.0,,,
Process Graph Metrics,with_noise_20,log_84_1687182047,,,[],[1338],,,00:00:21,21.50743267033249,0.0084375961829472,,,,0.0001,100.0,500.0,,,
Process Graph Metrics,with_noise_10,log_84_1687182047,,,[1541],[1338],,,00:00:07,7.010238816961646,0.0027501917681293,,,,0.0001,100.0,700.0,,,
Process Graph Metrics,with_noise_20,log_84_1687182047,,,[],[1338],,,00:00:03,3.442559216171503,0.0013505528505969,,,,0.0001,200.0,400.0,,,
Process Graph Metrics,with_noise_10,log_84_1687182047,,,[1510],[1338],1.0,172.0,00:00:05,5.260979392565787,0.0020639385612262,,,,0.0001,200.0,500.0,,,
Process Graph Metrics,without_noise,log_84_1687182047,,,[1492],[1338],1.0,154.0,00:00:07,7.265552034601569,0.002850353877835,,,,0.0001,200.0,600.0,,,
Process Graph Metrics,without_noise,log_84_1687182047,,,[1492],[1338],1.0,154.0,00:00:02,2.1866498589515686,0.0008578461588668,,,,0.0001,200.0,700.0,,,
Process Graph Metrics,with_noise_10,log_84_1687182047,,,[],[1338],,,00:00:04,4.7382495971396565,0.0018588660640014,,,,0.0001,300.0,400.0,,,
Process Graph Metrics,without_noise,log_84_1687182047,,,[1492],[1338],1.0,154.0,00:00:07,7.504455669783056,0.0029440783325943,,,,0.0001,300.0,600.0,,,
Process Graph Metrics,with_noise_20,log_84_1687182047,,,[1577],[1338],,,00:00:18,18.764572178944945,0.007361542635914,,,,0.0001,400.0,600.0,,,
Process Graph Metrics,with_noise_10,log_84_1687182047,,,[1541],[1338],,,00:00:06,6.376553451642394,0.0025015902124921,,,,0.0001,400.0,700.0,,,
Process Graph Metrics,without_noise,log_84_1687182047,,,"[1416, 1998]",[1338],0.6666666666666666,78.0,00:00:01,1.8488005809485912,0.0007253042687126,,,,0.005,100.0,400.0,,,
Process Graph Metrics,with_noise_20,log_84_1687182047,,,[],[1338],,,00:00:20,20.92651893105358,0.0082096975013941,,,,0.005,100.0,500.0,,,
Process Graph Metrics,with_noise_20,log_84_1687182047,,,[1540],[1338],,,00:00:17,17.235457856208086,0.006761654710164,,,,0.005,100.0,600.0,,,
Process Graph Metrics,with_noise_20,log_84_1687182047,,,[1533],[1338],1.0,195.0,00:00:18,18.198093753308054,0.0071393070825061,,,,0.005,100.0,700.0,,,
Process Graph Metrics,with_noise_10,log_84_1687182047,,,[1531],[1338],1.0,193.0,00:00:13,13.922258590348063,0.00546185115353,,,,0.005,200.0,600.0,,,
